4.100000000000000000e+01,1.000000000000000000e+00
4.102482821685529757e+01,2.000000000000000000e+00
4.102879489975710925e+01,3.000000000000000000e+00
4.103276158265892093e+01,4.000000000000000000e+00
4.103672826556072550e+01,5.000000000000000000e+00
4.104069494846253718e+01,6.000000000000000000e+00
4.101586673160723961e+01,7.000000000000000000e+00
4.096422299777482579e+01,8.000000000000000000e+00
4.095297545409215445e+01,9.000000000000000000e+00
4.094172791040949022e+01,1.000000000000000000e+01
4.093048036672681889e+01,1.100000000000000000e+01
4.091923282304414755e+01,1.200000000000000000e+01
4.097087655687656138e+01,1.300000000000000000e+01
4.096921751494757302e+01,1.400000000000000000e+01
4.096041865160556483e+01,1.500000000000000000e+01
4.095161978826354954e+01,1.600000000000000000e+01
4.094282092492153424e+01,1.700000000000000000e+01
4.093402206157952605e+01,1.800000000000000000e+01
4.093568110350851441e+01,1.900000000000000000e+01
4.099502138908396631e+01,2.000000000000000000e+01
4.102639254339690922e+01,2.100000000000000000e+01
4.105776369770985212e+01,2.200000000000000000e+01
4.108913485202278792e+01,2.300000000000000000e+01
4.112050600633573083e+01,2.400000000000000000e+01
4.106116572076027893e+01,2.500000000000000000e+01
4.103382854557742832e+01,2.600000000000000000e+01
3.964870210894349611e+01,2.700000000000000000e+01
3.826357567230955681e+01,2.800000000000000000e+01
3.687844923567561750e+01,2.900000000000000000e+01
3.549332279904168530e+01,3.000000000000000000e+01
3.552065997422453592e+01,3.100000000000000000e+01
3.548498606899035224e+01,3.200000000000000000e+01
3.552722696810959491e+01,3.300000000000000000e+01
3.556946786722884468e+01,3.400000000000000000e+01
3.561170876634808735e+01,3.500000000000000000e+01
3.565394966546733002e+01,3.600000000000000000e+01
3.568962357070151370e+01,3.700000000000000000e+01
3.567610956938160882e+01,3.800000000000000000e+01
3.563416675362759634e+01,3.900000000000000000e+01
3.559222393787358385e+01,4.000000000000000000e+01
3.555028112211956426e+01,4.100000000000000000e+01
3.550833830636555177e+01,4.200000000000000000e+01
3.552185230768545665e+01,4.300000000000000000e+01
3.550914919036926420e+01,4.400000000000000000e+01
3.551164798804285994e+01,4.500000000000000000e+01
3.551414678571644856e+01,4.600000000000000000e+01
3.551664558339004429e+01,4.700000000000000000e+01
3.551914438106364003e+01,4.800000000000000000e+01
3.553184749837983247e+01,4.900000000000000000e+01
3.553251156612955697e+01,5.000000000000000000e+01
3.558943104182851158e+01,5.100000000000000000e+01
3.564635051752746620e+01,5.200000000000000000e+01
3.570326999322641370e+01,5.300000000000000000e+01
3.576018946892536832e+01,5.400000000000000000e+01
3.575952540117564382e+01,5.500000000000000000e+01
3.568821706149202555e+01,5.600000000000000000e+01
3.567637944400184580e+01,5.700000000000000000e+01
3.566454182651165894e+01,5.800000000000000000e+01
