1.050000000000000000e+01,1.000000000000000000e+00
1.050712445248534443e+01,2.000000000000000000e+00
1.054729358964730324e+01,3.000000000000000000e+00
1.058746272680926204e+01,4.000000000000000000e+00
1.062763186397121906e+01,5.000000000000000000e+00
1.066780100113317786e+01,6.000000000000000000e+00
1.066067654864783343e+01,7.000000000000000000e+00
1.066026832536865676e+01,8.000000000000000000e+00
1.063029226886320799e+01,9.000000000000000000e+00
1.060031621235775923e+01,1.000000000000000000e+01
1.057034015585231046e+01,1.100000000000000000e+01
1.054036409934686169e+01,1.200000000000000000e+01
1.054077232262603836e+01,1.300000000000000000e+01
1.061617856925717085e+01,1.400000000000000000e+01
1.061334746603234613e+01,1.500000000000000000e+01
1.061051636280751964e+01,1.600000000000000000e+01
1.060768525958269493e+01,1.700000000000000000e+01
1.060485415635787021e+01,1.800000000000000000e+01
1.052944790972673772e+01,1.900000000000000000e+01
1.047713292146365127e+01,2.000000000000000000e+01
1.047345201574620965e+01,2.100000000000000000e+01
1.046977111002876804e+01,2.200000000000000000e+01
1.046609020431132819e+01,2.300000000000000000e+01
1.046240929859388658e+01,2.400000000000000000e+01
1.051472428685697302e+01,2.500000000000000000e+01
1.037320734707214420e+01,2.600000000000000000e+01
9.058611688083349378e+00,2.700000000000000000e+01
7.744016029094554554e+00,2.800000000000000000e+01
6.429420370105760618e+00,2.900000000000000000e+01
5.114824711116965794e+00,3.000000000000000000e+01
5.256341650901794615e+00,3.100000000000000000e+01
5.300239877950499334e+00,3.200000000000000000e+01
5.274849662776179393e+00,3.300000000000000000e+01
5.249459447601858564e+00,3.400000000000000000e+01
5.224069232427538623e+00,3.500000000000000000e+01
5.198679017253218682e+00,3.600000000000000000e+01
5.154780790204513963e+00,3.700000000000000000e+01
5.209237440330089619e+00,3.800000000000000000e+01
5.230129838989643787e+00,3.900000000000000000e+01
5.251022237649197955e+00,4.000000000000000000e+01
5.271914636308751234e+00,4.100000000000000000e+01
5.292807034968305402e+00,4.200000000000000000e+01
5.238350384842729746e+00,4.300000000000000000e+01
5.126608902093399145e+00,4.400000000000000000e+01
5.096360310972043450e+00,4.500000000000000000e+01
5.066111719850688644e+00,4.600000000000000000e+01
5.035863128729332949e+00,4.700000000000000000e+01
5.005614537607977255e+00,4.800000000000000000e+01
5.117356020357307855e+00,4.900000000000000000e+01
5.073812644215330181e+00,5.000000000000000000e+01
5.085691448023863970e+00,5.100000000000000000e+01
5.097570251832398647e+00,5.200000000000000000e+01
5.109449055640933324e+00,5.300000000000000000e+01
5.121327859449467113e+00,5.400000000000000000e+01
5.164871235591444787e+00,5.500000000000000000e+01
5.126993986905652001e+00,5.600000000000000000e+01
5.128689834017201576e+00,5.700000000000000000e+01
5.130385681128751152e+00,5.800000000000000000e+01
5.132081528240300727e+00,5.900000000000000000e+01
5.133777375351850303e+00,6.000000000000000000e+01
5.171654624037643089e+00,6.100000000000000000e+01
5.218786006390517151e+00,6.200000000000000000e+01
5.240237471215996479e+00,6.300000000000000000e+01
5.261688936041475806e+00,6.400000000000000000e+01
5.283140400866956021e+00,6.500000000000000000e+01
5.304591865692435348e+00,6.600000000000000000e+01
5.257460483339561286e+00,6.700000000000000000e+01
5.230247116679795916e+00,6.800000000000000000e+01
5.208447089412520548e+00,6.900000000000000000e+01
5.186647062145246068e+00,7.000000000000000000e+01
5.164847034877970700e+00,7.100000000000000000e+01
5.143047007610695331e+00,7.200000000000000000e+01
5.170260374270460701e+00,7.300000000000000000e+01
5.209124181936426012e+00,7.400000000000000000e+01
5.208033664651654959e+00,7.500000000000000000e+01
5.206943147366883906e+00,7.600000000000000000e+01
5.205852630082111965e+00,7.700000000000000000e+01
5.204762112797340912e+00,7.800000000000000000e+01
5.165898305131375601e+00,7.900000000000000000e+01
5.217587107317555706e+00,8.000000000000000000e+01
5.222739880843826121e+00,8.100000000000000000e+01
5.227892654370097425e+00,8.200000000000000000e+01
5.233045427896368729e+00,8.300000000000000000e+01
5.238198201422639144e+00,8.400000000000000000e+01
5.186509399236459039e+00,8.500000000000000000e+01
5.172492934906474105e+00,8.600000000000000000e+01
5.158361549370692245e+00,8.700000000000000000e+01
5.144230163834911274e+00,8.800000000000000000e+01
5.130098778299129414e+00,8.900000000000000000e+01
5.115967392763347554e+00,9.000000000000000000e+01
5.129983857093332489e+00,9.100000000000000000e+01
5.149558952243796561e+00,9.200000000000000000e+01
5.170889244668728679e+00,9.300000000000000000e+01
5.192219537093660797e+00,9.400000000000000000e+01
5.213549829518592027e+00,9.500000000000000000e+01
5.234880121943524145e+00,9.600000000000000000e+01
5.215305026793060073e+00,9.700000000000000000e+01
5.139284333999519561e+00,9.800000000000000000e+01
5.135162779634023344e+00,9.900000000000000000e+01
5.131041225268528017e+00,1.000000000000000000e+02
5.126919670903032689e+00,1.010000000000000000e+02
5.122798116537536472e+00,1.020000000000000000e+02
5.198818809331076984e+00,1.030000000000000000e+02
5.167760900516777056e+00,1.040000000000000000e+02
5.174248907365888606e+00,1.050000000000000000e+02
5.180736914215001043e+00,1.060000000000000000e+02
5.187224921064113481e+00,1.070000000000000000e+02
5.193712927913225030e+00,1.080000000000000000e+02
5.224770836727524959e+00,1.090000000000000000e+02
5.245568262684967564e+00,1.100000000000000000e+02
5.257594372345777423e+00,1.110000000000000000e+02
5.269620482006586393e+00,1.120000000000000000e+02
5.281646591667395363e+00,1.130000000000000000e+02
5.293672701328205221e+00,1.140000000000000000e+02
5.272875275370762616e+00,1.150000000000000000e+02
5.283929772652522949e+00,1.160000000000000000e+02
5.262017090584930834e+00,1.170000000000000000e+02
