0.042343885,0.10192835,0.010389388
0.040633021,0.10192835,0.010389388
0.043627034,0.10192835,0.010389388
0.04491018,0.10192835,0.010389388
0.041060736,0.10192835,0.010389388
0.040633021,0.10192835,0.010389388
0.044054748,0.10192835,0.010389388
0.044482465,0.10192835,0.010389388
0.041060736,0.10192835,0.010389388
0.045765613,0.10192835,0.010389388
0.041916169,0.10192835,0.010389388
0.041060736,0.10192835,0.010389388
0.044054748,0.10192835,0.010389388
0.040633021,0.10192835,0.010389388
0.043199316,0.10192835,0.010389388
0.045765613,0.10192835,0.010389388
0.043199316,0.10192835,0.010389388
0.042771601,0.10192835,0.010389388
0.044054748,0.10192835,0.010389388
0.042771601,0.10192835,0.010389388
0.04491018,0.10192835,0.010389388
0.041488453,0.10192835,0.010389388
0.043627034,0.10192835,0.010389388
0.044054748,0.10192835,0.010389388
0.041488453,0.10192835,0.010389388
0.041916169,0.10192835,0.010389388
0.046193329,0.10192835,0.010389388
0.042771601,0.10192835,0.010389388
0.042771601,0.10192835,0.010389388
0.043627034,0.10192835,0.010389388
0.043627034,0.10192835,0.010389388
0.039777589,0.10192835,0.010389388
0.042771601,0.10192835,0.010389388
0.044482465,0.10192835,0.010389388
0.04491018,0.10192835,0.010389388
0.043199316,0.10192835,0.010389388
0.044482465,0.10192835,0.010389388
0.043627034,0.10192835,0.010389388
0.045337896,0.10192835,0.010389388
0.042343885,0.10192835,0.010389388
0.526090662,0.683446026,0.46709847
0.52224126,0.683446026,0.46709847
0.517964095,0.683446026,0.46709847
0.519674929,0.683446026,0.46709847
0.524379827,0.683446026,0.46709847
0.528229261,0.683446026,0.46709847
0.519674929,0.683446026,0.46709847
0.528229261,0.683446026,0.46709847
0.541060726,0.683446026,0.46709847
0.529512395,0.683446026,0.46709847
0.510692929,0.683446026,0.46709847
0.508126597,0.683446026,0.46709847
0.534217293,0.683446026,0.46709847
0.519674929,0.683446026,0.46709847
0.506415763,0.683446026,0.46709847
0.517108661,0.683446026,0.46709847
0.528229261,0.683446026,0.46709847
0.517536362,0.683446026,0.46709847
0.506843463,0.683446026,0.46709847
0.523524394,0.683446026,0.46709847
0.535500459,0.683446026,0.46709847
0.514542362,0.683446026,0.46709847
0.512403763,0.683446026,0.46709847
0.515825496,0.683446026,0.46709847
0.526946127,0.683446026,0.46709847
0.535500459,0.683446026,0.46709847
0.526518394,0.683446026,0.46709847
0.532506427,0.683446026,0.46709847
0.518391827,0.683446026,0.46709847
0.519247228,0.683446026,0.46709847
0.520530394,0.683446026,0.46709847
0.532934159,0.683446026,0.46709847
0.535500459,0.683446026,0.46709847
0.539349892,0.683446026,0.46709847
0.526090662,0.683446026,0.46709847
0.515825496,0.683446026,0.46709847
0.527373828,0.683446026,0.46709847
0.528229261,0.683446026,0.46709847
0.50598803,0.683446026,0.46709847
0.513259196,0.683446026,0.46709847
0.674080441,0.80315559,0.645058901
0.686911906,0.80315559,0.645058901
0.673652676,0.80315559,0.645058901
0.662532077,0.80315559,0.645058901
0.680068441,0.80315559,0.645058901
0.692472206,0.80315559,0.645058901
0.675363606,0.80315559,0.645058901
0.674935842,0.80315559,0.645058901
0.67750211,0.80315559,0.645058901
0.675791307,0.80315559,0.645058901
0.686911906,0.80315559,0.645058901
0.662532077,0.80315559,0.645058901
0.664242943,0.80315559,0.645058901
0.670230944,0.80315559,0.645058901
0.671086409,0.80315559,0.645058901
0.686911906,0.80315559,0.645058901
0.671086409,0.80315559,0.645058901
0.674935842,0.80315559,0.645058901
0.674935842,0.80315559,0.645058901
0.671086409,0.80315559,0.645058901
0.645423477,0.80315559,0.645058901
0.66595381,0.80315559,0.645058901
0.680496142,0.80315559,0.645058901
